id,start_1,end_1,location_1,start_2,end_2,location_2,start_3,end_3,location_3,start_4,end_4,location_4,start_5,end_5,location_5,start_6,end_6,location_6,start_7,end_7,location_7,start_8,end_8,location_8,start_9,end_9,location_9,start_10,end_10,location_10,start_11,end_11,location_11,start_12,end_12,location_12,start_13,end_13,location_13,start_14,end_14,location_14,fips1,error1,fips2,error2,fips3,error3,fips4,error4,fips5,error5,fips6,error6,fips7,error7,fips8,error8,fips9,error9,fips10,error10,fips11,error11,fips12,error12,fips13,error13,fips14,error14
R000572,1963,1977,"Livingston County, Mich.",1977,1981,"Howell, Mich.",1981.0,1985.0,"Adrian, Mich.",1985,1989,(United States Army),1989.0,1994,(Federal Bureau of Investigation),1995,2000,(Michigan state senate),2001,2015,(Congress),,,,,,,,,,,,,,,,,,,,,,26093,,26093,,26091,,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
K000358,1957,1975,"Benson, Swift County, Minn.",1975,1979,"Collegeville, Minn.",1979.0,1983.0,"Ann Arbor, Mich.",2001,2007,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27151,,,More than one matched place from Google,26161,,,Not a location,,,,,,,,,,,,,,,,,,,,
M001143,1954,1970,"Minneapolis, Hennepin County, Minn.",1970,1972,"St. Paul, Minn.",1972.0,1980.0,"Inver Grove Heights, Minn.",1980,1987,"St. Paul, Minn.",1992.0,2001,(Minnesota state house of representatives),2001,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,27053,,27123,,27037,,27123,,,Not a location,,Not a location,,,,,,,,,,,,,,,,
A000358,1947,1967,"New York, N.Y.",1967,1971,"Worcester, Mass.",1971.0,1980.0,(United States Army),1980,1984,"St. Louis, Mo.",1988.0,2001,(Missouri state house of representatives),2001,2013,(Congress),2013,2021,"Wildwood, Mo.",,,,,,,,,,,,,,,,,,,,,,36061,,25027,,,Not a location,29510,,,Not a location,,Not a location,29189,,,,,,,,,,,,,,,
G000546,1963,1978,"Tarkio, Atchison County, Mo.",1978,1982,"Tarkio, Mo.",1982.0,1986.0,"Columbia, Mo.",1992,1994,(Missouri state house of representatives),1994.0,2000,(Missouri state senate),2001,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,29005,,29005,,29019,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,,,
R000571,1955,1971,"Billings, Yellowstone County, Mont.",1971,1973,"Billings, Mont.",1973.0,1974.0,"Billings, Mont.",1974,1977,"Pullman, Wash.",1979.0,1982,"(staff, United States Representative Ron Marlenee of Montana)",1984,1991,(Montana state house of representatives),1991,1996,(Montana lieutenant governor),2001,2013,(Congress),,,,,,,,,,,,,,,,,,,30111,,30111,,30111,,53075,,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,
O000165,1937,1955,"Hastings, Adams County, Nebr.",1955,1959,"Hastings, Nebr.",1959.0,1963.0,"Lincoln, Nebr.",1963,1965,"Lincoln, Nebr.",1972.0,1997,"(head football coach, University of Nebraska)",2001,2007,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,31001,,31001,,31109,,31109,,,No county matched to string from Google,,Not a location,,,,,,,,,,,,,,,,
F000443,1970,1984,"Ridgewood, Bergen County, N.J.",1984,1988,"Morristown, N.J.",1988.0,1992.0,"Notre Dame, Ind.",1992,1994,"Washington, D.C.",2001.0,2009,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,34003,,34027,,18141,,11001,,,Not a location,,,,,,,,,,,,,,,,,,
I000057,1958,1976,"Brooklyn, Kings County, N.Y.",1976,1978,"Garden City, N.Y.",1978.0,1979.0,"Syracuse, N.Y.",1979,1982,"Washington, D.C.",1980.0,1983,"(staff, United States Representative Richard Ottinger of New York)",1993,2001,"Huntington, N.Y.",2001,2017,(Congress),,,,,,,,,,,,,,,,,,,,,,36047,,36059,,36067,,11001,,,Not a location,36103,,,Not a location,,,,,,,,,,,,,,
T000462,1962,1978,"Columbus, Franklin County, Ohio",1978,1981,"Columbus, Ohio",1981.0,1985.0,"Columbus, Ohio",1992,2001,(Ohio state house of representatives),2001.0,2018,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,39049,,39049,,39049,,,Not a location,,Not a location,,,,,,,,,,,,,,,,,,
S001155,1965,1983,"Tulsa, Tulsa County, Okla.",1984,1988,"Tulsa, Okla.",1988.0,1992.0,"Tahlequah, Okla.",1995,2002,(Oklahoma state house of representatives),2002.0,2013,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,40143,,40143,,40021,,,Not a location,,Not a location,,,,,,,,,,,,,,,,,,
H001033,1962,1976,"Pittsburgh, Allegheny County, Pa.",1976,1980,"North Allegheny, Pa.",1980.0,1984.0,"Washington, Pa.",1984,1987,"Pittsburgh, Pa.",1991.0,2000,(Pennsylvania state senate),2001,2007,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,42003,,42003,,42125,,42003,,,Not a location,,Not a location,,,,,,,,,,,,,,,,
S001154,1961,1975,"McKeesport, Allegheny County, Pa.",1975,1979,"Everett, Pa.",1979.0,1983.0,"Carlisle, Pa.",1983,1985,"Washington, D.C.",2001.0,2019,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,42003,,42009,,42041,,11001,,,Not a location,,,,,,,,,,,,,,,,,,
G000280,1946,1961,"City of Richmond, Va.",1961,1965,"Rocky Mount, Va.",1965.0,1969.0,"Richmond, Va.",1969,1973,"Charlottesville, Va.",1973.0,1997,(Virginia state senate),1997,2009,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,51760,,51067,,51760,,51540,,,Not a location,,Not a location,,,,,,,,,,,,,,,,
P000585,1962,1976,"York, York County, Pa.",1976,1980,"York, Pa.",1980.0,1984.0,"Shippensburg, Pa.",1987,1991,"Malibu, Calif.",1992.0,2000,(Pennsylvania state house of representatives),2001,2013,(Congress),2014,present,"York County, Pa. (Common Pleas Court)",,,,,,,,,,,,,,,,,,,,,,,More than one matched place from Google,42133,,42041,,06037,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
L000559,1964,1986,"Providence, Providence County, R.I.",1986,1990,"Providence, R.I.",1990.0,1994.0,"Cambridge, Mass.",1988,1994,(Rhode Island state house of representatives),1994.0,2001,(Rhode Island secretary of state),2001,2023,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,44007,,44007,,25017,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,,,
B001235,1935,1953,"Bishopville, Lee County, S.C.",1953,1957,"Moncks Corner, S.C.",1957.0,1962.0,"Charleston, S.C.",1962,1985,(South Carolina National Guard),1985.0,2000,(South Carolina state general assembly),1996,2000,"Hanahan, S.C.",2001,2011,(Congress),,,,,,,,,,,,,,,,,,,,,,45061,,45015,,45019,,,Not a location,,Not a location,45015,,,Not a location,,,,,,,,,,,,,,
W000795,1947,1965,"Charleston, S.C.",1965,1969,"Lexington, Va.",1969.0,1972.0,"Columbia, S.C.",1972,1975,(United States Army Reserve),1975.0,2003,(South Carolina Army National Guard),1981,1982,(United States Department of Energy),1984,2001,(South Carolina state senate),2001,Present,(Congress),,,,,,,,,,,,,,,,,,,45019,,51678,,45079,,,Not a location,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,
C001048,1956,1971,"Houston, Harris County, Tex.",1971,1975,"Houston, Tex.",1975.0,1981.0,"Dallas, Tex.",1981,1986,"Houston, Tex.",1986.0,2001,(Texas state house of representatives),2001,2019,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,48201,,48201,,48113,,48201,,,Not a location,,Not a location,,,,,,,,,,,,,,,,
M001142,1960,1978,"Salt Lake City, Salt Lake County, Utah",1978,1982,"Cambridge, Mass.",1982.0,1987.0,"Los Angeles, Calif.",2001,2015,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49035,,25017,,,More than one matched place from Google,,Not a location,,,,,,,,,,,,,,,,,,,,
D000597,1950,1968,"Rowan County, N.C.",1968,1970,"Hampton Roads, Va.",1970.0,1997.0,"(business owner, location unspecified)",1997,2001,(Virginia state general assembly),2001.0,2007,(Congress),2007,,"Gloucester County, Va.",2007,,"Bellamy, Va. (interment)",,,,,,,,,,,,,,,,,,,,,,37159,,,No county matched to string from Google,,Not a location,,Not a location,,Not a location,51073,,,Not a location,,,,,,,,,,,,,,
F000445,1952,1966,"Chesapeake, Chesapeake County, Va.",1966,1970,"Chesapeake, Va.",1970.0,1974.0,"Ashland, Va.",1974,1977,"Charlottesville, Va.",1989.0,1997,(Virginia state house of delegates),1997,2001,(Virginia state senate),2001,2017,(Congress),,,,,,,,,,,,,,,,,,,,,,51550,,51550,,51085,,51540,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
C001046,1963,1981,"Richmond, Henrico County, Va.",1981,1985,"Washington, D.C.",1985.0,1988.0,"Williamsburg, Va.",1988,1989,"New York, N.Y.",1992.0,2001,(Virginia state house of delegates),2001,2014,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,51760,,11001,,51830,,36061,,,Not a location,,Not a location,,,,,,,,,,,,,,,,
L000560,1965,1979,"Arlington, Snohomish County, Wash.",1979,1983,"Arlington, Wash.",1983.0,1987.0,"Tacoma, Wash.",1987,1990,"Minneapolis, Minn.",1998.0,2000,"Snohomish, Wash.",2001,Present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,53061,,53061,,53053,,27053,,53061,,,Not a location,,,,,,,,,,,,,,,,
C001047,1953,1971,"Glendale, Marshall County, W.Va.",1971,1975,"Durham, N.C.",1975.0,1976.0,"Charlottesville, Va.",1997,2001,(West Virginia state house of representatives),2001.0,2015,(Congress),2015,2027,(United States Senate),,,,,,,,,,,,,,,,,,,,,,,,,54051,,37063,,51540,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,,,
C001049,1956,1970,"St. Louis, Mo.",1970,1974,"Silver Spring, Md.",1974.0,1983.0,"College Park, Md.",1983,1991,(Missouri state house of representatives),1991.0,2001,(Missouri state senate),2001,2021,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,29510,,24031,,24033,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,,,
R000141,1924,1942,"Beach City, Stark County, Ohio",1944,1946,(United States Navy),1946.0,1948.0,"Alliance, Ohio",1948,1952,"Canton, Ohio",1960.0,1964,(Ohio state board of education),1965,1966,(Ohio state house of representatives),1967,1972,(Ohio state senate),1973,2009,(Congress),2017,,"Bethlehem Township, Ohio",,,,,,,,,,,,,,,,39151,,,Not a location,39151,,,More than one matched place from Google,,Not a location,,Not a location,,Not a location,,Not a location,39151,,,,,,,,,,,
S000810,1931,1949,"Milwaukee, Wis.",1949,1953,"Cambridge, Mass.",1953.0,1955.0,(United States Air Force),1955,1957,(United States Air Force),1957.0,1960,"Berkeley, Calif.",1960,1973,(bank executive),1973,2013,(Congress),2013,2020,"Harwood, Md.",,,,,,,,,,,,,,,,,,,55079,,25017,,,Not a location,,Not a location,06001,,,Not a location,,Not a location,24003,,,,,,,,,,,,,
Y000033,1933,1950,"Meridian, Sutter County, Calif.",1950,1952,"Marysville, Calif.",1952.0,1958.0,"Chico, Calif.",1955,1957,(United States Army),1960.0,1968,"Fort Yukon, Alaska",1968,1972,(riverboat captain),1973,2022,(Congress),,,,,,,,,,,,,,,,,,,,,,06101,,06115,,06007,,,Not a location,02290,,,Not a location,,Not a location,,,,,,,,,,,,,,
M001120,1932,1950,"New Martinsville, Wetzel County, W.Va.",1950,1951,"Mount Pleasant, Pa.",1951.0,1952.0,Kiskiminetas Spring School,1952,1955,(United States Marine Corps),1955.0,1962,"Pittsburgh, Pa.",1962,1963,"Indiana, Pa.",1963,1966,(United States Marine Corps Reserves),1966,1967,(United States Marine Corps),1967,1969,(United States Marine Corps Reserves),1969,1974,(Pennsylvania state house of representatives),1974,2010,(Congress),2010.0,,"Arlington, Va.",2010.0,,"Southmont, Pa. (interment)",,,,54103,,42129,,42129,,,Not a location,42003,,42063,,,Not a location,,Not a location,,Not a location,,Not a location,,Not a location,,More than one matched place from Google,,Not a location,,
O000007,1938,1952,"Okmulgee, Okmulgee County, Okla.",1952,1956,"Wausau, Wis.",1956.0,1960.0,"Madison, Wis.",1960,1962,"Madison, Wis.",1963.0,1969,(Wisconsin state assembly),1969,2011,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,40111,,55073,,55025,,55025,,,Not a location,,Not a location,,,,,,,,,,,,,,,,
B001244,1959,1977,"Selma, Dallas County, Ala.",1977,1982,University of Alabama,1982.0,1985.0,(attended University of Alabama Law School),1985,2002,"(staff, United States Representative Sonny Callahan of Alabama)",2003.0,2013,(Congress),2013,2018,"Tuscaloosa, Ala.",2018,present,"(staff, Alabama Governor Kay Ivey)",,,,,,,,,,,,,,,,,,,,,,01047,,01125,,01125,,,Not a location,,Not a location,01125,,,Not a location,,,,,,,,,,,,,,
R000575,1958,1972,"Hammond, Lake County, Ind.",1972,1976,"Anniston, Ala.",1976.0,1981.0,"Jacksonville, Ala.",1981,1984,"Jacksonville, Ala.",1987.0,1991,"Birmingham, Ala.",1987,1990,"Calhoun County, Ala.",1994,2002,(Alabama state house of representatives),2003,present,(Congress),,,,,,,,,,,,,,,,,,,18089,,01015,,01015,,01015,,01073,,01015,,,Not a location,,Not a location,,,,,,,,,,,,
D000602,1967,1985,"Montgomery, Montgomery County, Ala.",1985,1990,"Cambridge, Mass.",1990.0,1993.0,"Cambridge, Mass.",1993,1994,"(clerk, Judge Myron Thompson, Middle District of Alabama)",1994.0,1998,"(Assistant United States Attorney, Middle District of Alabama)",2003,2011,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,01101,,25017,,25017,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,,,
R000574,1958,1974,"Fort Monmouth, Monmouth County, N.J.",1974,1976,"Sierra Vista, Ariz.",1976.0,1980.0,"Flagstaff, Ariz.",2000,2002,"Washington, D.C.",2003.0,2009,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,34025,,04003,,04005,,11001,,,Not a location,,,,,,,,,,,,,,,,,,
F000448,1957,1975,"Uravan, Montrose County, Colo.",1975,1979,"Ottawa, Kans.",1985.0,1987.0,Arizona,2003,2017,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More than one matched place from Google,20059,,,No county matched to string from Google,,Not a location,,,,,,,,,,,,,,,,,,,,
G000551,1948,1966,"Tucson, Pima County, Ariz.",1966,1970,"Tucson, Ariz.",1970.0,1986.0,"Tucson, Ariz.",1974,1986,"(Tucson, Ariz., Unified School Board)",1989.0,2002,"(Pima County, Ariz. supervisor)",2003,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,04019,,04019,,04019,,04019,,,Not a location,,Not a location,,,,,,,,,,,,,,,,
C001050,1959,1977,"Merced, Merced County, Calif.",1977,1982,"College Park, Md.",1982.0,1984.0,"Atwater, Calif.",1984,1987,"Atwater, Calif. (city council)",1996.0,2002,(California general assembly),2003,2012,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,06047,,24033,,,More than one matched place from Google,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,,,
N000181,1973,1988,"Tulare County, Calif.",1988,1992,"Tulare, Calif.",1992.0,1995.0,"San Luis Obispo, Calif.",1995,1996,"San Luis Obispo, Calif.",2001.0,,"(director, United States Department of Agriculture Rural Development)",2003,2022,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,06107,,06107,,06079,,06079,,,Not a location,,Not a location,,,,,,,,,,,,,,,,
S001156,1969,1987,"Orange, Orange County, Calif.",1987,1991,"Berkeley, Calif.",1991.0,1995.0,"Los Angeles, Calif.",2000,2002,"Orange County, Calif.",2003.0,present,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,06059,,06001,,,More than one matched place from Google,06059,,,Not a location,,,,,,,,,,,,,,,,,,
M001152,1949,1967,"Greeley, Weld County, Colo.",1967,1972,Colorado State University,1990.0,1994.0,"Fort Morgan, Colo.",1994,1998,Colorado state house of representatives,1998.0,2002,Colorado state senate,2003,2009,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,08123,,08069,,08087,,,No county matched to string from Google,,No county matched to string from Google,,Not a location,,,,,,,,,,,,,,,,
B001240,1948,1966,"Lafayette, Boulder County, Colo.",1966,1970,University of Colorado,1970.0,1999.0,(farmer; business owner),1999,2002,"(chair, Republican State Central Committee of Colorado)",2003.0,2007,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,08013,,08013,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,,,,,
B001247,1943,1961,"Albany, Albany County, N.Y.",1961,1976,"Albany, N.Y.",1976.0,1984.0,"Troy, N.Y.",1990,1992,"Hernando County, Fla.",1992.0,2002,(Florida state senate),2003,2011,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,36001,,36001,,36083,,12053,,,Not a location,,Not a location,,,,,,,,,,,,,,,,
H001035,1957,1975,"Key West, Monroe County, Fla.",1975,1978,"Madrid, Spain",1978.0,1979.0,"Decatur, Ga.",1994,1998,(Florida state senate),1999.0,2002,(Florida secretary of state),2003,2007,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,12087,,,,13089,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,,,
F000447,1958,1976,"Abington, Montgomery County, Pa.",1976,1980,"State College, Pa.",1980.0,1983.0,"Oakland, Pa.",1983,1990,Florida,1990.0,1994,(Florida state house of representatives),1996,2002,(Florida state house of representatives),2003,2009,(Congress),,,,,,,,,,,,,,,,,,,,,,42091,,42027,,42003,,,No county matched to string from Google,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
D000600,1961,1975,"Fort Lauderdale, Broward County, Fla.",1975,1979,"Miami Shores, Fla.",1979.0,1983.0,"Tampa, Fla.",1988,1992,(Florida state house of representatives),1992.0,2000,(Florida state senate),2000,2002,(Florida state house of representatives),2003,present,(Congress),,,,,,,,,,,,,,,,,,,,,,12011,,12086,,12057,,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
M001146,1948,1962,"Ithaca, Tompkins County, N.Y.",1962,1966,"Mobile, Ala.",1966.0,1972.0,"Princeton, N.J.",1972,1977,"Boston, Mass.",1977.0,1995,"Macon, Ga.",1995,1999,"Macon, Ga.",2003,2011,(Congress),,,,,,,,,,,,,,,,,,,,,,36109,,01097,,34021,,25025,,13021,,13021,,,Not a location,,,,,,,,,,,,,,
G000550,1942,1956,"Augusta, Richmond County, Ga.",1956,1960,"Augusta, Ga.",1960.0,1965.0,"Atlanta, Ga.",1965,1969,"Augusta, Ga.",1993.0,1997,"Marietta, Ga.",1999,2002,(Georgia state senate),2003,2015,(Congress),,,,,,,,,,,,,,,,,,,,,,13245,,13245,,13121,,13245,,13067,,,Not a location,,Not a location,,,,,,,,,,,,,,
S001157,1945,1960,"Aynor, Horry County, S.C.",1960,1963,"Daytona Beach, Fla.",1963.0,1967.0,"Tallahassee, Fla.",1967,1969,"Philadelphia, Pa.",1974.0,1982,(Georgia state house of representatives),1982,2002,(Georgia state senate),2003,present,(Congress),,,,,,,,,,,,,,,,,,,,,,45051,,12127,,12073,,42101,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
C001055,1952,1966,"Hilo, Territory of Hawai'i",1966,1970,"Kamuela, Hawai'i",1970.0,1975.0,"Williamstown, Mass.",1975,1981,"San Francisco, Calif.",1975.0,1978,"(staff, United States Representative/Senator Spark Matsunaga of Hawai'i)",1994,2002,(member of the Hawai'i state house of representatives),2002,2003,(Congress),2003,2007,(Congress),2019,present,(Congress),,,,,,,,,,,,,,,,15001,,15001,,,More than one matched place from Google,06075,,,Not a location,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,
E000287,1959,1977,"Chicago, Cook County, Ill.",1977,1981,"Bronxville, N.Y.",1981.0,1985.0,"Evanston, Ill.",1993,1999,"(Office of Communications, Executive Office of the President, William Jefferson Clinton)",2003.0,2009,(Congress),2009,2010,(White House Chief of Staff),2011,2019,"Chicago, Ill.",2021,present,(United States Ambassador to Japan),,,,,,,,,,,,,,,,,,,17031,,36119,,17031,,,Not a location,,Not a location,,Not a location,17031,,,Not a location,,,,,,,,,,,,
C001052,1962,1980,"Jackson, Jackson County, Mich.",1980,1984,"Hillsdale, Mich.",1984.0,1988.0,"Lansing, Mich.",2003,2007,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26075,,26059,,26065,,,Not a location,,,,,,,,,,,,,,,,,,,,
K000362,1949,1965,"Storm Lake, Buena Vista County, Iowa",1965,1967,"Denison, Iowa",1967.0,1970.0,"Maryville, Mo.",1996,2002,(Iowa state senate),2003.0,2021,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,19021,,19047,,29147,,,Not a location,,Not a location,,,,,,,,,,,,,,,,,,
C001058,1959,1977,"Versailles, Woodford County, Ky.",1977,1981,"Lexington, Ky.",1981.0,1984.0,"Lexington, Ky.",1991,1995,(Kentucky state auditor),1995.0,2003,(attorney general for the State of Kentucky),2004,2013,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,21239,,21067,,21067,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,,,
M001149,1955,1969,"Millinocket, Penobscot County, Maine",1969,1973,"East Millinocket, Maine",1980.0,1994.0,(Maine state house of representatives),1994,2002,(Maine state senate),2003.0,2015,(Congress),,,,,,,,,,,,,,,,,,,,,,,,,,,,23019,,23019,,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,,,,,
R000576,1946,1963,"Baltimore, Md.",1963,1967,"College Park, Md.",1967.0,1970.0,"Baltimore, Md.",1972,1980,(assistant Maryland state's attorney),1985.0,1994,"(Baltimore County, Md., county council)",1994,2002,"(Baltimore, Md., county executive)",2003,present,(Congress),,,,,,,,,,,,,,,,,,,,,,24510,,24033,,24510,,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,,,
V000128,1959,1977,"Karachi, Pakistan",1977,1982,"Swarthmore, Pa.",1982.0,1985.0,"Cambridge, Mass.",1985,1990,"Washington, D.C.",1990.0,1994,Maryland (state house of representatives),1994,2002,Maryland (state senate),2003,2017,(Congress),2017,2029,(United States Senate),,,,,,,,,,,,,,,,,,,,,42045,,25017,,11001,,,Not a location,,Not a location,,Not a location,,Not a location,,,,,,,,,,,,
