id,start_1,end_1,location_1,start_2,end_2,location_2,start_3,end_3,location_3,start_4,end_4,location_4,start_5,end_5,location_5,start_6,end_6,location_6,start_7,end_7,location_7,start_8,end_8,location_8,start_9,end_9,location_9,start_10,end_10,location_10,start_11,end_11,location_11,start_12,end_12,location_12,start_13,end_13,location_13,start_14,end_14,location_14,start_15,end_15,location_15,start_16,end_16,location_16,start_17,end_17,location_17,start_18,end_18,location_18
I000057,1958,1978,"Brooklyn, Kings County, N.Y.",1978,,"Garden City, N.Y.",1978,1979,"Syracuse, N.Y.",1980,1982,"Washington, D.C.",1982-1993,,"Staff, United States Representative Richard Ottinger of New York",1993,2001,"Huntington, N.Y.",2001,2017,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T000462,1962,1981,"Columbus, Franklin County, Ohio",1981,1985,"Columbus, Ohio (Ohio State University)",1985,1992,"Columbus, Ohio",1992,2001,Ohio (State House of Representatives),2001-2018,,Congress,2018,Present,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S001155,1965,1983,"Tulsa, Tulsa County, Okla.",1983,1992,"Tahlequah, Okla.",1992,1995,Real estate broker,1995,2002,Oklahoma state house of representatives,2002-2013,,Congress,2013,2021,Unsuccessful candidate for nomination to the One Hundred Thirteenth Congress in 2012.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H001033,1962,1980,"Pittsburgh, Allegheny County, Pa.",1980,1984,"Washington, Pa.",1984,1987,"Pittsburgh, Pa.",1987,1991,Private practice,1991-2000,,Pennsylvania state senate,2001,2007,Congress,2007,2022,Pennsylvania (unsuccessful campaigns),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S001154,1961,1979,"McKeesport, Allegheny County, Pa.",1979,1983,"Carlisle, Pa.",1983,2001,"Washington, D.C.",2001,2019,"Congress, Pennsylvania",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G000280,1946,1965,"City of Richmond, Va.",1965,1969,"University of Richmond, Richmond, Va.",1969,1973,"Charlottesville, Va.",1973,1997,Virginia State Senate,1997-2009,,Congress,2012,,Presidential Candidate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P000585,1962,1980,"York, York County, Pa.",1980,1984,"Shippensburg, Pa.",1984,1991,"Malibu, Calif.",1991,2000,Pennsylvania,2001-2013,,Congress,2014,present,"York County, Pa.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L000559,1964,1982,"Providence, Providence County, R.I.",1982,1990,"Providence, R.I.",1990,1994,"Cambridge, Mass.",1994,2001,Rhode Island,2001-2023,,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001235,1935,1953,"Bishopville, Lee County, S.C.",1953,1955,"Moncks Corner, S.C.",1955,1957,"Charleston, S.C. (Baptist College)",1957,1959,"Charleston, S.C. (The Citadel)",1953-1962,,South Carolina (National Guard),1962,1985,South Carolina (Business Executive),1985,2000,South Carolina (State General Assembly),1996,2000,"Hanahan, S.C. (City Council)",2001,2011,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,
W000795,1947,1965,"Charleston, S.C.",1965,1969,"Lexington, Va.",1969,1972,"Columbia, S.C.",1972,1975,United States Army Reserve,1975-2003,,South Carolina Army National Guard,1981,1982,United States Department of Energy,1984,2001,South Carolina state senate,2001,Present,U.S. House of Representatives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C001048,1956,1975,"Houston, Harris County, Tex.",1975,1981,"Dallas, Tex.",1981,1986,"Houston, Tex.",1986,2001,Texas State House of Representatives,2001-2019,,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M001142,1960,1978,"Salt Lake City, Salt Lake County, Utah",1978,1982,"Cambridge, Mass.",1982,1987,"Los Angeles, Calif.",1987,2001,Business consultant and business owner,2001-2015,,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D000597,1950,1968,"Rowan County, N.C.",1968,1970,"Hampton Roads, Va.",1970,1997,Business owner (Location not specified),1997,2001,Virginia,2001-2007,,Congress,2007,,"Gloucester County, Va.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F000445,1952,1970,"Chesapeake, Chesapeake County, Va.",1970,1974,"Ashland, Va.",1974,1977,"Charlottesville, Va.",1977,1989,Private practice,1989-1997,,Virginia state house of delegates,1997,2001,Virginia state senate,2001,2017,Congress,2017,present,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C001046,1963,1981,"Richmond, Henrico County, Va.",1981,1985,"Washington, D.C.",1985,1988,"Williamsburg, Va.",1988,1989,"New York, N.Y.",1989-1992,,Private practice and small business,1992,2001,Virginia,2001,2014,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L000560,1965,1983,"Arlington, Snohomish County, Wash.",1983,1987,"Tacoma, Wash.",1987,1990,"Minneapolis, Minn.",1990,1998,(Unknown),1998-2000,,"Snohomish, Wash.",2001,Present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C001047,1953,1971,"Glendale, Marshall County, W.Va.",1971,1975,"Durham, N.C.",1975,1976,"Charlottesville, Va.",1976,1997,College counselor,1997-2001,,West Virginia,2001,2015,Congress,2015,2027,United States Senate,2023,,Republican Conference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C001049,1956,1974,"St. Louis, Mo.",1974,1983,"Silver Spring, Md.",1983,1991,Missouri,1991,2001,Missouri,2001-2021,,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R000141,1924,1942,"Beach City, Stark County, Ohio",1942,1944,"Mount Union College, Alliance, Ohio",1944,1946,United States Navy,1946,1952,"Canton, Ohio",1952-1960,,Private practice,1960,1964,Ohio state board of education,1965,1966,Ohio state house of representatives,1967,1972,Ohio state senate,1973,2009,Congress,2009,2017,"Bethlehem Township, Ohio",,,,,,,,,,,,,,,,,,,,,,,,
S000810,1931,1949,"Milwaukee, Wis.",1949,1953,"Cambridge, Mass.",1953,1955,(Location not specified),1955,1957,(U.S. Air Force),1957-1960,,"Berkeley, Calif.",1960,1973,(Bank executive),1973,2013,Congress,2013,2020,"Harwood, Md.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y000033,1933,1952,"Meridian, Sutter County, Calif.",1952,1958,"Marysville, Calif. and Chico, Calif.",1955,1957,United States Army,1960,1968,"Fort Yukon, Alaska",1968-1972,,Riverboat captain,1960,1968,"Fort Yukon, Alaska",1966,1970,Alaska state house of representatives,1970,1973,Alaska state senate,1973,2022,Congress,"March 29, 2022",,National Statuary Hall,,,,,,,,,,,,,,,,,,,,,,,,
M001120,1932,1950,"New Martinsville, Wetzel County, W.Va.",1950,1951,"Mount Pleasant, Pa.",1951,1952,Kiskiminetas Spring School,1952,1955,United States Marine Corps,1955-1962,,"Pittsburgh, Pa.",1962,1963,"Indiana, Pa.",1963,1966,United States Marine Corps Reserves,1966,1967,United States Marine Corps,1967,1969,United States Marine Corps Reserves,1969,1974,Pennsylvania State House of Representatives,1974,2010,Congress,2010,,"Arlington, Va.",,,,,,,,,,,,,,,,,,
O000007,1938,1956,"Okmulgee, Okmulgee County, Okla.",1956,1960,"Wausau, Wis.",1960,1962,"Madison, Wis.",1962,1963,Real estate broker,1963-1969,,Wisconsin,1969,2011,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001244,1959,1977,"Selma, Dallas County, Ala.",1977,1982,University of Alabama,1982,1985,University of Alabama Law School,1985,2002,"Staff, United States Representative Sonny Callahan of Alabama",2003-2013,,Congress,2013,2018,"University of Alabama, Tuscaloosa, Ala.",2018,Present,"Staff, Alabama Governor Kay Ivey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R000575,1958,1976,"Anniston, Ala.",1976,1981,"Jacksonville, Ala.",1981,1984,"Jacksonville, Ala.",1984,1991,"Birmingham, Ala.",1987-1990,,"Calhoun County, Ala.",1994,2002,Alabama,2003,Present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D000602,1967,1985,"Montgomery, Montgomery County, Ala.",1985,1990,"Cambridge, Mass.",1990,1993,"Cambridge, Mass.",1993,1994,"Montgomery, Ala.",1994-1998,,"Montgomery, Ala.",1998,2000,Private practice,2003,2011,Congress,2010,,Alabama (Governor candidate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R000574,1958,1976,"Fort Monmouth, Monmouth County, N.J.",1976,1980,"Flagstaff, Ariz.",1980,2002,"Sierra Vista, Ariz.",2002,2003,"Washington, D.C.",2003-2009,,Arizona (Congress),2009,2021,Unknown (Post-Congress and during legal proceedings),2021,Present,Unknown (Post-Pardon),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F000448,1957,1975,"Uravan, Montrose County, Colo.",1975,1979,"Ottawa, Kans.",1979,1985,Arizona,1985,1987,Arizona State House of Representatives,2003-2017,,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G000551,1948,1966,"Tucson, Pima County, Ariz.",1966,1986,"Tucson, Ariz.",1974,1986,"Tucson, Ariz.",1986,2002,"Pima County, Ariz.",2003-Present,,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C001050,1959,1977,"Merced, Merced County, Calif.",1977,1982,"College Park, Md.",1982,1984,"Merced, Merced County, Calif.",1984,1987,"Atwater, Calif.",1996-2002,,California,2003,2012,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N000181,1973,1992,"Tulare County, Calif.",1992,1994,"Visalia, Calif.",1994,1996,"San Luis Obispo, Calif.",1996,2001,Farmer and businessman,2001-2003,,United States Department of Agriculture Rural Development,2003,2022,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S001156,1969,1987,"Orange, Orange County, Calif.",1987,1991,"Berkeley, Calif.",1991,1995,"Los Angeles, Calif.",1995,2000,Private practice,2000-2002,,"Orange County, Calif.",2003,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M001152,1949,1967,"Greeley, Weld County, Colo.",1967,1972,Colorado State University,1972,1990,Businesswoman; teacher,1990,1994,"Fort Morgan, Colo.",1994-1998,,Colorado state house of representatives,1998,2002,Colorado state senate,2003,2009,Congress,2009,Present,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001240,1948,1966,"Lafayette, Boulder County, Colo.",1966,1970,University of Colorado,1970,1999,Colorado (as a farmer and business owner),1999,2002,"Colorado (as chair, Republican State Central Committee)",2003-2007,,Congress,2007,2014,Colorado (as a candidate for Governor),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001247,1943,1972,"Albany, Albany County, N.Y.",1972,1976,"Albany, N.Y. (State University of New York)",1976,1984,"Troy, N.Y. (Russell Sage College)",1984,1990,"New York (Legislative Director, New York state senate)",1990-1992,,"Hernando County, Fla.",1992,2002,Florida (Florida state senate),2003,2011,Congress (Representative from Florida),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H001035,1957,1978,"Key West, Monroe County, Fla.",1978,1979,"Madrid, Spain",1979,1994,"Decatur, Ga.",1994,1998,Florida State Senate,1999-2002,,Florida Secretary of State,2003,2007,Congress,2007,2006,Ran for U.S. Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F000447,1958,1976,"Abington, Montgomery County, Pa.",1976,1980,"State College, Pa.",1980,1983,"Oakland, Pa.",1983,1990,Private practice,1990-1994,,Florida,1996,2002,Florida,2003,2009,Congress,2009,Present,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D000600,1961,1979,"Fort Lauderdale, Broward County, Fla.",1979,1983,"Tampa, Fla.",1983,1988,"Miami Shores, Fla.",1988,1992,Florida State House of Representatives,1992-2000,,Florida State Senate,2000,2002,Florida State House of Representatives,2003,Present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M001146,1948,1966,"Ithaca, Tompkins County, N.Y.",1966,1972,"Mobile, Ala.",1972,1977,"Princeton, N.J. and Boston, Mass.",1968,1970,(U.S. Army),1977-1995,,"Private practice and Mercer University, Macon, Ga.",1995,1999,"Macon, Ga.",2003,2011,Congress,2011,2021,"Macon, Ga.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G000550,1942,1960,"Augusta, Richmond County, Ga.",1960,1965,"Atlanta, Ga.",1965,1969,"Augusta, Ga.",1969,1993,Physician (Location not specified),1993-1997,,"Marietta, Ga.",1999,2002,Georgia State Senate,2003,2015,Congress,2014,,Unsuccessful Senate run (Location not specified),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S001157,1945,1961,"Aynor, Horry County, S.C.",1961,1963,"Daytona Beach, Fla.",1963,1967,"Tallahassee, Fla.",1967,1969,"Philadelphia, Pa.",1969-1974,,Georgia (Business owner),1974,1982,Georgia (State house of representatives),1982,2002,Georgia (State senate),2003,Present,Congress (Georgia Representative),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C001055,1952,1970,"Hilo, Territory of Hawai'i",1970,1975,"Williamstown, Mass.",1975,1981,"San Francisco, Calif.",1981,1994,Private practice and business executive,1994-2002,,Hawai'i,2002,2007,Congress,2007,2019,Unsuccessful political campaigns,2019,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E000287,1959,1977,"Chicago, Cook County, Ill.",1977,1981,"Bronxville, N.Y.",1981,1985,"Evanston, Ill.",1985,1993,"Chicago, Ill.",1993-1999,,Washington D.C. (White House),1999,2003,"Chicago, Ill. (Bank Executive)",2003,2009,Washington D.C. (Congress),2009,2010,Washington D.C. (White House Chief of Staff),2011,2019,"Chicago, Ill. (Mayor)",2021,Present,Japan (US Ambassador),,,,,,,,,,,,,,,,,,,,,,,,
C001052,1962,1980,"Jackson, Jackson County, Mich.",1980,1984,"Hillsdale, Mich.",1984,1988,"Lansing, Mich.",1988,2003,Business executive (Location not specified),2003-2007,,"Congress, Indiana",2007,Present,Indiana (Assumed based on no further location information provided),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K000362,1949,1967,"Storm Lake, Buena Vista County, Iowa",1967,1970,"Maryville, Mo.",1970,1996,"Denison, Iowa",1996,2002,Iowa State Senate,2003-2021,,Congress,2021,Present,Iowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C001058,1959,1977,"Versailles, Woodford County, Ky.",1977,1983,"Lexington, Ky.",1983,1991,Private practice,1991,1995,Kentucky (State Auditor),1995-2003,,Kentucky (Attorney General),2004,2013,Congress,2013,2021,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M001149,1955,1973,"Millinocket, Penobscot County, Maine",1973,1980,"East Millinocket, Maine",1980,1994,Maine State House of Representatives,1994,2002,Maine State Senate,2003-2015,,Congress,2014,,Candidate for Governor of Maine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R000576,1946,1963,"Baltimore, Md.",1963,1967,"College Park, Md.",1967,1970,"Baltimore, Md.",1970,1972,Private practice,1972-1980,,Maryland state's attorney,1985,1994,"Baltimore County, Md.",1994,2002,"Baltimore, Md.",2003,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V000128,1959,1977,"Karachi, Pakistan",1977,1982,"Swarthmore, Pa.",1982,1985,"Cambridge, Mass.",1985,1990,"Washington, D.C.",1990-2017,,Maryland,2017,2029,United States Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M001150,1954,1972,"Detroit, Wayne County, Mich.",1972,1974,"St. Clair Shores, Mich.",1974,1976,"Warren, Mich.",1976,1979,Northwood Institute,1979-1980,,"Harrison Township, Mich.",1980,1992,"Harrison Township, Mich.",1992,1994,"Macomb County, Mich.",1994,2002,Michigan,2003,2016,Congress,2017,present,"Macomb County, Mich.",,,,,,,,,,,,,,,,,,,,,,,,
M001147,1965,1983,"Livonia, Wayne County, Mich.",1983,1990,"Detroit, Mich.",1990,1992,Private practice,1992,1998,"Wayne County, Mich.",1998-2002,,Michigan State Senate,2003,2012,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K000363,1947,1965,"Allentown, Lehigh County, Pa.",1965,1969,"Houston, Tex.",1969,1994,United States Marine Corps,1988,1988,"Shippensburg, Pa.",1994-2003,,Leadership consultant,2003,2017,Congress,2017,Present,Not specified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P000589,1955,1973,"Fort Dodge, Webster County, Iowa",1973,1977,"Sioux City, Iowa",1977,1983,Businessman (Location not specified),1983,1993,"Boulder, Nev.",1987-1991,,"Boulder, Nev.",1994,2002,Nevada,2003,2009,Congress,2009,Present,Nevada (Assumed based on unsuccessful reelection),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001246,1952,1970,"Rumford, Oxford County, Maine",1970,1974,"Medford, Mass.",1974,1990,New Hampshire (Business Owner),1990,2002,New Hampshire (State House of Representatives),2003-2007,,Congress,2007,Present,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G000548,1959,1977,"Englewood, Bergen County, N.J.",1977,1981,"Montclair, N.J.",1981,1984,"Camden, N.J.",1984,1990,Private practice,1990-2002,,New Jersey,2003,2017,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P000588,1947,1965,"Lamesa, Dawson County, Tex.",1965,1970,"Las Cruces, N.Mex.",1970,1976,United States Air Force,1976,1991,Businessman,1991-1997,,"Portales, N.Mex.",1997,2000,New Mexico,2003,2009,Congress,2011,2019,Congress,2018,present,"Chair, New Mexico Republican Party",,,,,,,,,,,,,,,,,,,,,,,,,,,
B001242,1950,1968,"Southampton, Suffolk County, N.Y.",1968,1972,"Worcester, Mass.",1972,1981,"Long Island, N.Y.",1973,2002,"Southampton, N.Y.",2003-2015,,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001251,1947,1965,"Wilson, Wilson County, N.C.",1965,1971,"Durham, N.C.",1971,1974,"Durham, N.C.",1974,1989,Private practice,1989-2001,,North Carolina,2001,2002,North Carolina,2002,2004,North Carolina,2004,2022,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M001154,1953,1971,"Fayetteville, N.C.",1971,1975,"Chapel Hill, N.C.",1975,1978,"London, England",1978,1979,"New York, N.Y.",1979-1992,,Private practice,1992,1994,North Carolina,1996,2002,North Carolina,2003,2013,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T000463,1960,1978,"Dayton, Montgomery County, Ohio",1978,1982,"Ada, Ohio",1982,1985,"Cleveland, Ohio",1985,1992,"Dayton, Ohio",1992-2022,,"Washington, D.C.",1994,2002,"Dayton, Ohio",2003,Present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R000577,1973,1991,"Niles, Trumbull County, Ohio",1991,1995,"Bowling Green, Ohio",1995,2000,"Rindge, N.H.",2000,2002,Ohio State Senate,2003-2023,,Congress,2022,,Ran for United States Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C001053,1949,1967,"Shreveport, Caddo Parish, La.",1967,1971,"Moore, Okla.",1971,1974,"Grinnell, Iowa",1974,1984,"Norman, Okla.",1984-1988,,"Shawnee, Okla.",1982,1984,Oklahoma (staff for U.S. Representative),1985,1989,"Oklahoma (chairman, Oklahoma Republican Party)",1988,1991,Oklahoma (member of the Oklahoma state senate),1991,1993,National Republican Congressional Committee,1995,1999,Oklahoma (Oklahoma secretary of state),1999,2001,Republican National Committee,2003,present,Congress,,,,,,,,,,,,,,,,,,
G000549,1955,1973,"Ellwood City, Lawrence County, Pa.",1973,1980,"Carlisle, Pa.",1980,1991,Private practice,1991,1994,Pennsylvania State House of Representatives,1995-2002,,Pennsylvania State Senate,2003,2015,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M001151,1952,1970,"Cleveland, Cuyahoga County, Ohio",1970,1974,"Wheeling, W.Va.",1974,1976,"Cleveland, Ohio",1976,1979,"Pittsburgh, Pa.",1979-1996,,"University of Pittsburgh, Pittsburgh, Pa.",1996,2002,Pennsylvania State Senate,2003,2017,Congress,2009,2017,United States Navy Reserve Medical Service Corps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001239,1961,1979,"Westminster, Oconee County, S.C.",1979,1983,"Charleston, S.C.",1983,1987,United States Army,1987,1996,Business owner,1996-2002,,South Carolina,2003,2011,Congress,2011,2021,South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H001037,1970,1988,"Houghton, S.Dak.",1988,1993,"Washington, D.C.",1993,1997,"Washington, D.C.",1997,2004,Private practice,2004-2011,,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D000599,1943,1960,"Pall Mall, Tenn.",1960,1964,"Cookeville, Tenn.",1964,1978,Businessman and farmer,1978,1982,"Byrdstown, Tenn.",1980-1984,,Tennessee State House of Representatives,1996,2002,Tennessee State Senate,2003,2011,Congress,2011,Present,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001243,1952,1970,"Laurel, Jones County, Miss.",1970,1973,"Starkville, Miss.",1973,1992,"Tennessee (Business owner, private advocate)",1992,1998,Tennessee (Unsuccessful candidate for Congress),1998-2002,,Tennessee (State Senate),2003,2019,Tennessee (Congress),2019,2025,Tennessee (Senate),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H001036,1957,1975,"Stephenville, Erath County, Tex.",1975,1979,"College Station, Tex.",1979,1982,"Austin, Tex.",1982,1985,Private practice,1985-1989,,Staff for Senator William Philip Gramm,1989,2003,Business executive,2003,2019,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N000182,1949,1968,"St. Louis, St. Louis County, Mo.",1968,1972,"Lubbock, Tex.",1972,1992,"Lubbock, Tex. (Businessman)",1992,1998,"Lubbock, Tex. (City Council)",1994-1996,,"Lubbock, Tex. (Mayor Pro Tempore)",2003,2017,Congress (Representative from Texas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001248,1950,1968,"Rochester, Olmsted County, Minn.",1968,1974,"Denton, Tex.",1974,1977,"Houston, Tex.",1977,2000,Physician (Location not specified),2000-2002,,"Dallas, Tex.",2003,Present,"Congress, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C001051,1941,1960,"Houston, Harris County, Tex.",1960,1964,"Lubbock, Tex.",1964,1969,"Austin, Tex.",1969,1982,Private practice,1982-2001,,"Williamson County, Tex.",2003,present,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B001250,1951,1969,"Kaysville, Davis County, Utah",1969,1974,"Salt Lake City, Utah",1974,1979,"Kaysville, Davis County, Utah (as a teacher)",1979,1994,Utah (as a member of the Utah state house of representatives),1994-2003,,"Kaysville, Davis County, Utah",2003,2021,Utah (as a Representative),2021,Present,Utah (as a candidate for lieutenant governor),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M001148,1966,1984,"Miami, Dade County, Fla.",1984,1989,"Tallahassee, Fla.",1989,1994,"Miami, Dade County, Fla.",1994,1998,Florida State House of Representatives,1998-2002,,Florida State Senate,2003,2011,Congress,2010,,Ran for United States Senate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H001022,1924,1942,"Chicago, Cook County, Ill.",1942,1947,"Washington, D.C.",1947,1949,"Chicago, Ill.",1949,1967,Private practice,1944-1946,,(U.S. Navy),1946,1968,(U.S. Naval Reserve),1967,1974,Illinois,1975,2007,Congress,2007,,"Chicago, Ill.",,,,,,,,,,,,,,,,,,,,,,,,,,,
M000725,1945,1963,"Richmond, Contra Costa County, Calif.",1963,1965,"Pleasant Hill, Calif.",1965,1968,"San Francisco, Calif.",1968,1972,"Davis, Calif.",1972-1974,,Private practice,1969,1974,California state senate,1975,2015,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O000006,1934,1952,"Chisholm, St. Louis County, Minn.",1952,1956,"St. Paul, Minn.",1956,1957,"Bruges, Belgium",1957,1963,(Unknown),1963-1974,,Minnesota,1975,2011,Congress,2011,2014,"Potomac, Md.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W000215,1939,1957,"Los Angeles, Los Angeles County, Calif.",1957,1961,"University of California, Los Angeles, Calif.",1961,1964,"University of California, Los Angeles, Calif.",1964,1969,Private practice,1969-1974,,California state assembly,1975,2015,Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
