id,bio,api_out
R000575,"a Representative from Alabama; born in Hammond, Lake County, Ind., July 16, 1958; graduated from Saks High School, Anniston, Ala., 1976; B.A., Jacksonville State University, Jacksonville, Ala., 1981; M.P.A., Jacksonville State University, Jacksonville, Ala., 1984; J.D., Birmingham School of Law, Birmingham, Ala., 1991; member of the Calhoun County, Ala., commission, 1987-1990; member of the Alabama state house of representatives, 1994-2002, minority leader, 1998-2000; elected as a Republican to the One Hundred Eighth and to the ten succeeding Congresses (January 3, 2003-present); chair, Committee on Armed Services (One Hundred Eighteenth Congress).","Time Period | Location
--- | ---
1958-1976 | Hammond, Lake County, Ind.
1976-1981 | Anniston, Ala.
1981-1984 | Jacksonville, Ala.
1984-1991 | Jacksonville, Ala.
1991-1994 | Birmingham, Ala.
1994-2002 | Alabama state house of representatives
2003-present | Congress"
D000602,"A Representative from Alabama; born in Montgomery, Montgomery County, Ala., on October 9, 1967; graduated from Jefferson Davis High School, Montgomery, Ala.; B.A., Harvard University, Cambridge, Mass., 1990; J.D., Harvard University, Cambridge, Mass., 1993; lawyer, private practice; clerk, Judge Myron Thompson, Middle District of Alabama, 1993-1994; Assistant United States Attorney, Middle District of Alabama, 1994-1998; unsuccessful candidate for nomination to the One Hundred Seventh Congress in 2000; elected as a Democrat to the One Hundred Eighth and to the three succeeding Congresses (January 3, 2003-January 3, 2011); not a candidate for reelection to the One Hundred Twelfth Congress in 2010; unsuccessful candidate for Governor of Alabama in 2010.","Time Period | Location
--- | ---
1967-1985 | Montgomery, Montgomery County, Ala.
1985-1990 | Cambridge, Mass.
1990-1993 | Cambridge, Mass.
1993-1994 | Middle District of Alabama
1994-1998 | Middle District of Alabama
2003-2011 | Congress"
R000574,"A Representative from Arizona; born in Fort Monmouth, Monmouth County, N.J., June 11, 1958; graduated from Buena High School, Sierra Vista, Ariz.; B.S., Northern Arizona University, Flagstaff, Ariz., 1980; J.D., Catholic University, Washington, D.C., 2002; businessman; elected as a Republican to the One Hundred Eighth Congress and to the two succeeding Congresses (January 3, 2003-January 3, 2009); was not a candidate for reelection to the One Hundred Eleventh Congress in 2008; convicted on June 11, 2013, of conspiracy, money laundering, fraud, racketeering, and false statements; full pardon granted by President Donald J. Trump on January 19, 2021.","Time Period | Location
--- | ---
1958-1976 | Fort Monmouth, Monmouth County, N.J.
1976-1980 | Sierra Vista, Ariz.
1980-2002 | Flagstaff, Ariz.
2002-2021 | Washington, D.C.
2003-2009 | Congress"
F000448,"A Representative from Arizona; born in Uravan, Montrose County, Colo., June 19, 1957; attended Ottawa University, Ottawa, Kans.; business owner; member of the Arizona state house of representatives, 1985-1987; elected as a Republican to the One Hundred Eighth and to the seven succeeding Congresses until his resignation on December 8, 2017 (January 3, 2003-December 8, 2017).","Time Period | Location
--- | ---
1957-1985 | Uravan, Montrose County, Colo.
1985-1987 | Arizona state house of representatives
2003-2017 | Congress"
G000551,"a Representative from Arizona; born in Tucson, Pima County, Ariz., February 19, 1948; graduated from Sunnyside High School, Tucson, Ariz.; B.A., University of Arizona, Tucson, Ariz., 1986; member of the Tucson, Ariz., Unified School Board, 1974-1986; Pima County, Ariz. supervisor, 1989-2002; elected as a Democrat to the One Hundred Eighth and to the ten succeeding Congresses (January 3, 2003-present); chair, Committee on Natural Resources (One Hundred Sixteenth and One Hundred Seventeenth Congresses).","Time Period | Location
--- | ---
1948-1966 | Tucson, Pima County, Ariz.
1966-1986 | Tucson, Ariz.
1986-1989 | University of Arizona, Tucson, Ariz.
1989-2002 | Pima County, Ariz.
2003-present | Congress"
C001050,"A Representative from California; born in Merced, Merced County, Calif., March 31, 1959; B.A., University of Maryland, College Park, Md., 1982; businessman; Atwater, Calif., city council, 1984-1987; member of the California general assembly, 1996-2002; elected as a Democrat to the One Hundred Eighth and to the four succeeding Congresses until his resignation on August 15, 2012 (January 3, 2003-August 15, 2012).","Time Period | Location
--- | ---
1959-1982 | Merced, Merced County, Calif.
1982-1984 | College Park, Md.
1984-1987 | Atwater, Calif.
1987-1996 | (Unknown)
1996-2002 | California
2003-2012 | Congress"
N000181,"a Representative from California; born in Tulare County, Calif., October 1, 1973; graduated from Tulare Union High School, Tulare, Calif., 1992; A.A., College of the Sequoias, Visalia, Calif.; B.S., California Polytechnic State University, San Luis Obispo, Calif., 1995; M.S., California Polytechnic State University, San Luis Obispo, Calif., 1996; farmer; businessman; director, United States Department of Agriculture Rural Development, 2001; elected as a Republican to the One Hundred Eighth and to the nine succeeding Congresses until his resignation on January 1, 2022 (January 3, 2003-January 1, 2022); chair, Permanent Select Committee on Intelligence (One Hundred Fourteenth and One Hundred Fifteenth Congresses).","Time Period | Location
--- | ---
1973-1992 | Tulare County, Calif.
1992-1995 | Tulare, Calif.
1995-1996 | San Luis Obispo, Calif.
1996-2001 | San Luis Obispo, Calif.
2001-2022 | United States Department of Agriculture Rural Development
2003-2022 | Congress"
S001156,"a Representative from California; born in Orange, Orange County, Calif., January 28, 1969; B.A., University of California, Berkeley, Calif., 1991; J.D., University of California, Los Angeles, Calif., 1995; lawyer, private practice; executive secretary and treasurer of Orange County, Calif., AFL-CIO, 2000-2002; elected as a Democrat to the One Hundred Eighth and to the ten succeeding Congresses (January 3, 2003-present).","Time Period | Location
--- | ---
1969-1991 | Orange, Orange County, Calif.
1991-1995 | Berkeley, Calif.
1995-2000 | Los Angeles, Calif.
2000-2002 | Orange County, Calif.
2003-present | Congress"
M001152,"A Representative from Colorado; born in Greeley, Weld County, Colo., January 27, 1949; B.A., Colorado State University, 1972; businesswoman; teacher; member of the Fort Morgan, Colo., school board, 1990-1994; member of the Colorado state house of representatives, 1994-1998; member of the Colorado state senate, 1998-2002; elected as a Republican to the One Hundred Eighth and to the two succeeding Congress (January 3, 2003-January 3, 2009); unsuccessful candidate for reelection to the One Hundred Eleventh Congress in 2008.","Time Period | Location
--- | ---
1949-1972 | Greeley, Weld County, Colo.
1972-1990 | Colorado State University
1990-1994 | Fort Morgan, Colo.
1994-1998 | Colorado state house of representatives
1998-2002 | Colorado state senate
2003-2009 | Congress"
B001240,"A Representative from Colorado; born in Lafayette, Boulder County, Colo., September 22, 1948; B.S., University of Colorado, 1970; farmer; business owner; chair, Republican State Central Committee of Colorado, 1999-2002; elected as a Republican to the One Hundred Eighth and to the succeeding Congress (January 3, 2003-January 3, 2007); was not a candidate for reelection to the One Hundred Tenth Congress in 2006, but was an unsuccessful candidate for Governor of Colorado; unsuccessful candidate for Governor of Colorado in 2014.","Time Period | Location
--- | ---
1948-1970 | Lafayette, Boulder County, Colo.
1970-2002 | (unknown)
2003-2007 | (Congress)
2007-2014 | (unknown)
2014-Present | (unknown)"
B001247,"A Representative from Florida; born in Albany, Albany County, N.Y., October 5, 1943; B.S., State University of New York, Albany, N.Y., 1976; M.S., Russell Sage College, Troy, N.Y., 1984; legislative director, New York state senate; Hernando County, Fla., commissioner, 1990-1992; member of the Florida state senate, 1992-2002; elected as a Republican to the One Hundred Eighth Congress and to the three succeeding Congresses (January 3, 2003-January 3, 2011); not a candidate for reelection to the One Hundred Twelfth Congress in 2010.","Time Period | Location
--- | ---
1943-1976 | Albany, Albany County, N.Y.
1976-1984 | Troy, N.Y.
1984-1990 | (Unknown)
1990-1992 | Hernando County, Fla.
1992-2002 | Florida state senate
2003-2011 | Congress"
H001035,"A Representative from Florida; born in Key West, Monroe County, Fla., April 5, 1957; attended University of Madrid, Madrid, Spain, 1978; B.A., Agnes Scott College, Decatur, Ga., 1979; M.P.A., Harvard University, Cambridge, Mass., 1996; real estate broker; member of the Florida state senate, 1994-1998; Florida secretary of state, 1999-2002; elected as a Republican to the One Hundred Eighth Congress and to the succeeding Congress (January 3, 2003-January 3, 2007); not a candidate for reelection, but was an unsuccessful candidate to the United States Senate in 2006.","Time Period | Location
--- | ---
1957-1978 | Key West, Monroe County, Fla.
1978-1979 | Madrid, Spain
1979-1996 | Decatur, Ga.
1996-1998 | Cambridge, Mass.
1994-1998 | Florida state senate
1999-2002 | Florida secretary of state
2003-2007 | Congress"
F000447,"A Representative from Florida; born in Abington, Montgomery County, Pa., May 21, 1958; B.A., Penn State University, State College, Pa., 1980; J.D., University of Pittsburgh, Oakland, Pa., 1983; lawyer, private practice; member of the Florida state house of representatives, 1990-1994, 1996-2002; elected as a Republican to the One Hundred Eighth Congress and to the two succeeding Congresses (January 3, 2003-January 3, 2009); unsuccessful candidate for reelection to the One Hundred Eleventh Congress in 2008.","Time Period | Location
--- | ---
1958-1980 | Abington, Montgomery County, Pa.
1980-1983 | State College, Pa.
1983-1990 | Oakland, Pa.
1990-1994 | Florida state house of representatives
1994-1996 | (Unknown)
1996-2002 | Florida state house of representatives
2003-2009 | Congress"
D000600,"a Representative from Florida; born in Fort Lauderdale, Broward County, Fla., September 25, 1961; graduated from Miami Shores Preparatory High School, Miami Shores, Fla., 1979; attended the University of South Florida, Tampa, Fla.; marketing executive; member of the Florida state house of representatives, 1988-1992, 2000-2002; member of the Florida state senate, 1992-2000; elected as a Republican to the One Hundred Eighth and to the ten succeeding Congresses (January 3, 2003-present).","Time Period | Location
--- | ---
1961-1979 | Fort Lauderdale, Broward County, Fla.
1979-1988 | Miami Shores, Fla.
1988-1992 | Florida State House of Representatives
1992-2000 | Florida State Senate
2000-2002 | Florida State House of Representatives
2003-Present | Congress"
M001146,"A Representative from Georgia; born in Ithaca, Tompkins County, N.Y., on March 31, 1948; graduated from McGill Institute, Mobile, Ala., 1966; A.B., Princeton University, Princeton, N.J., 1972; J.D., Boston University, Boston, Mass., 1977; United States Army, 1968-1970; lawyer, private practice; faculty, Mercer University, Macon, Ga.; mayor of Macon, Ga., 1995-1999; elected as a Democrat to the One Hundred Eighth and to the three succeeding Congresses (January 3, 2003-January 3, 2011); unsuccessful candidate for reelection to the One Hundred Twelfth Congress in 2010.","Time Period | Location
--- | ---
1948-1966 | Ithaca, Tompkins County, N.Y.
1966-1970 | Mobile, Ala.
1970-1972 | Princeton, N.J.
1972-1977 | Boston, Mass.
1977-2003 | Private practice and Mercer University, Macon, Ga.
1995-1999 | Macon, Ga.
2003-2011 | Congress"
G000550,"A Representative from Georgia; born in Augusta, Richmond County, Ga., July 10, 1942; graduated from St. Thomas Aquinas High School, Augusta, Ga., 1960; B.S., Georgia Institute of Technology, Atlanta, Ga., 1965; M.D., Medical College of Georgia, Augusta, Ga., 1969; physician; member of the Marietta, Ga., board of education, 1993-1997; member of the Georgia state senate, 1999-2002; elected as a Republican to the One Hundred Eighth and to the five succeeding Congresses (January 3, 2003-January 3, 2015); unsuccessful candidate for nomination to the United States Senate in 2014.","Time Period | Location
